Code,Code Type,Description,All Years,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CPT-Q4139,CPT,AMNIOMATRIX OR BIODMATRIX  INJECTABLE  1 CC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q4186,CPT,Epifix  per square centimeter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q4187,CPT,Epicord  per square centimeter,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q9958,CPT,HIGH OSMOLAR CONTRAST MATERIAL  UP TO 149 MG/ML IODINE CONCENTRATION  PER ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q9960,CPT,HIGH OSMOLAR CONTRAST MATERIAL  200-249 MG/ML IODINE CONCENTRATION  PER ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q9965,CPT,LOW OSMOLAR CONTRAST MATERIAL  100-199 MG/ML IODINE CONCENTRATION  PER ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q9966,CPT,LOW OSMOLAR CONTRAST MATERIAL  200-299 MG/ML IODINE CONCENTRATION  PER ML,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-Q9967,CPT,LOW OSMOLAR CONTRAST MATERIAL  300-399 MG/ML IODINE CONCENTRATION  PER ML,99,15,-1,-1,13,30,19,-1,-1,-1,-1,-1,-1 
CPT-Q9968,CPT,INJECTION  NON-RADIOACTIVE  NON-CONTRAST  VISUALIZATION ADJUNCT (E.G.  METHYLENE BLUE  ISOSULFAN BLU,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0020,CPT,Injection  bupivicaine HCl  30 ml,95,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1 
CPT-S0028,CPT,INJECTION  FAMOTIDINE  20 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0030,CPT,INJECTION  METRONIDAZOLE  500 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0077,CPT,INJECTION  CLINDAMYCIN PHOSPHATE  300 MG,61,-1,-1,-1,-1,11,-1,-1,12,-1,-1,-1,-1 
CPT-S0109,CPT,METHADONE  ORAL  5 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0164,CPT,INJECTION  PANTOPRAZOLE SODIUM  40 MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0181,CPT,ONDANSETRON HYDROCHLORIDE  ORAL  4 MG (FOR CIRCU,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0201,CPT,PARTIAL HOSPITALIZATION SERVICES  LESS THAN 24 HOURS  PER DIEM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0209,CPT,WHEELCHAIR VAN  MILEAGE  PER MILE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S0215,CPT,NON-EMERGENCY TRANSPORTATION; MILEAGE  PER MILE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S1015,CPT,IV TUBING EXTENSION SET,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S2117,CPT,ARTHROEREISIS  SUBTALAR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S2900,CPT,SURGICAL TECHNIQUES REQUIRING USE OF ROBOTIC SURGICAL SYSTEM (LIST SEPARATELY IN ADDITION TO CODE FO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5000,CPT,PRESCRIPTION DRUG  GENERIC,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5010,CPT,5% DEXTROSE AND 0.45% NORMAL SALINE  1000 ML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5102,CPT,DAY CARE SERVICES  ADULT; PER DIEM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5125,CPT,ATTENDANT CARE SERVICES; PER 15 MINUTES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5130,CPT,HOMEMAKER SERVICE  NOS; PER 15 MINUTES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5135,CPT,COMPANION CARE  ADULT (E.G. IADL/ADL); PER 15 MINUTES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5161,CPT,EMERGENCY RESPONSE SYSTEM; SERVICE FEE  PER MONTH (EXCLUDES INSTALLATION AND TESTING),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S5170,CPT,HOME DELIVERED MEALS  INCLUDING PREPARATION; PER MEAL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S8262,CPT,MANDIBULAR ORTHOPEDIC REPOSITIONING DEVICE  EACH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S8930,CPT,ELECTRICAL STIMULATION OF AURICULAR ACUPUNCTURE POINTS; EACH 15 MINUTES OF PERSONAL ONE-ON-ONE CONTA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S8948,CPT,APPLICATION OF A MODALITY (REQUIRING CONSTANT PROVIDER ATTENDANCE) TO ONE OR MORE AREAS; LOW-LEVEL L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9088,CPT,SERVICES PROVIDED IN AN URGENT CARE CENTER (LIST IN ADDITION TO CODE FOR SERVICE),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9090,CPT,VERTEBRAL AXIAL DECOMPRESSION  PER SESSION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9122,CPT,HOME HEALTH AIDE OR CERTIFIED NURSE ASSISTANT  PROVIDING CARE IN THE HOME; PER HOUR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9123,CPT,Nursing care  in the home; by registered nurse  per hour,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9325,CPT,HOME INFUSION THERAPY  PAIN MANAGEMENT INFUSION; ADMINISTRATIVE SERVICES  PROFESSIONAL PHARMACY SERV,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9342,CPT,HOME THERAPY; ENTERAL NUTRITION VIA PUMP; ADMINISTRATIVE SERVICES  PROFESSIONAL PHARMACY SERVICES  C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9366,CPT,HOME INFUSION THERAPY  TOTAL PARENTERAL NUTRITION (TPN); MORE THAN ONE LITER BUT NO MORE THAN TWO LI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9370,CPT,HOME THERAPY  INTERMITTENT ANTI-EMETIC INJECTION THERAPY; ADMINISTRATIVE SERVICES  PROFESSIONAL PHAR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9374,CPT,HOME INFUSION THERAPY  HYDRATION THERAPY; ONE LITER PER DAY  ADMINISTRATIVE SERVICES  PROFESSIONAL P,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9379,CPT,HOME INFUSION THERAPY  INFUSION THERAPY  NOT OTHERWISE CLASSIFIED; ADMINISTRATIVE SERVICES  PROFESSI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9480,CPT,INTENSIVE OUTPATIENT PSYCHIATRIC SERVICES  PER DIEM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9500,CPT,Home infusion therapy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9501,CPT,HOME INFUSION THERAPY  ANTIBIOTIC  ANTIVIRAL  OR ANTIFUNGAL THERAPY; ONCE EVERY 12 HOURS; ADMINISTRA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9502,CPT,HOME INFUSION THERAPY  ANTIBIOTIC  ANTIVIRAL  OR ANTIFUNGAL THERAPY; ONCE EVERY 8 HOURS  ADMINISTRAT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-S9977,CPT,MEALS  PER DIEM  NOT OTHERWISE SPECIFIED,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-T1000,CPT,PRIVATE DUTY / INDEPENDENT NURSING SERVICE(S) - LICENSED  UP TO 15 MINUTES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-T1015,CPT,CLINIC VISIT/ENCOUNTER  ALL-INCLUSIVE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-T1019,CPT,PERSONAL CARE SERVICES  PER 15 MINUTES  NOT FOR AN INPATIENT OR RESIDENT OF A HOSPITAL  NURSING FACI,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-T1020,CPT,PERSONAL CARE SERVICES  PER DIEM  NOT FOR AN INPATIENT OR RESIDENT OF A HOSPITAL  NURSING FACILITY  ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-T1021,CPT,HOME HEALTH AIDE OR CERTIFIED NURSE ASSISTANT  PER VISIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-T2005,CPT,NON-EMERGENCY TRANSPORTATION; STRETCHER VAN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-U0001,CPT,Cdc 2019 novel coronavirus (2019-ncov) real-time rt-pcr diagnostic panel,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-U0002,CPT,2019-ncov coronavirus  sars-cov-2/2019-ncov (covid-19)  any technique  multiple types or subtypes (includes all targets)  non-cdc,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,24 
CPT-U0003,CPT,Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19])  amplified probe technique  making use of high throughput technologies as described by cms-2020-01-r,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-U0004,CPT,2019-ncov coronavirus  sars-cov-2/2019-ncov (covid-19)  any technique  multiple types or subtypes (includes all targets)  non-cdc  making use of high throughput technologies as described by cms-2020-01-r,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-U0005,CPT,Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19])  amplified probe technique  cdc or non-cdc  making use of high throughput technologies  completed within 2 calendar days from date of specimen collection (list separately in addition to either hcpcs code u0003 or u0004) as described by cms-2020-01-r2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
CPT-V2790,CPT,AMNIOTIC MEMBRANE FOR SURGICAL RECONSTRUCTION  PER PROCEDURE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-A3984,ICD-10-D,Postmeningococcal arthritis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-A419,ICD-10-D,Sepsis  unspecified organism,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-A4902,ICD-10-D,Methicillin resistant Staphylococcus aureus infection  unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-A6000,ICD-10-D,Herpesviral infection of urogenital system  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-A6009,ICD-10-D,Herpesviral infection of other urogenital tract,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B0052,ICD-10-D,Herpesviral keratitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B009,ICD-10-D,Herpesviral infection  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B0221,ICD-10-D,Postherpetic geniculate ganglionitis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B0222,ICD-10-D,Postherpetic trigeminal neuralgia,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B0229,ICD-10-D,Other postherpetic nervous system involvement,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1 
ICD-10-D-B028,ICD-10-D,Zoster with other complications,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B029,ICD-10-D,Zoster without complications,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B070,ICD-10-D,Plantar wart,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B159,ICD-10-D,Hepatitis A without hepatic coma,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B182,ICD-10-D,Chronic viral hepatitis C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B1920,ICD-10-D,Unspecified viral hepatitis C without hepatic coma,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B20,ICD-10-D,Human immunodeficiency virus [HIV] disease,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B2791,ICD-10-D,Infectious mononucleosis  unspecified with polyneuropathy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B351,ICD-10-D,Tinea unguium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B353,ICD-10-D,Tinea pedis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B356,ICD-10-D,Tinea cruris,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B373,ICD-10-D,Candidiasis of vulva and vagina,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-B9562,ICD-10-D,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C029,ICD-10-D,Malignant neoplasm of tongue  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C3411,ICD-10-D,Malignant neoplasm of upper lobe  right bronchus or lung,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C3490,ICD-10-D,Malignant neoplasm of unspecified part of unspecified bronchus or lung,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C3491,ICD-10-D,Malignant neoplasm of unspecified part of right bronchus or lung,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C414,ICD-10-D,Malignant neoplasm of pelvic bones  sacrum and coccyx,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C4721,ICD-10-D,Malignant neoplasm of peripheral nerves of right lower limb  including hip,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C50911,ICD-10-D,Malignant neoplasm of unspecified site of right female breast,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C50919,ICD-10-D,Malignant neoplasm of unspecified site of unspecified female breast,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C52,ICD-10-D,Malignant neoplasm of vagina,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C539,ICD-10-D,Malignant neoplasm of cervix uteri  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C61,ICD-10-D,Malignant neoplasm of prostate,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C649,ICD-10-D,Malignant neoplasm of unspecified kidney  except renal pelvis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C771,ICD-10-D,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C7800,ICD-10-D,Secondary malignant neoplasm of unspecified lung,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C7801,ICD-10-D,Secondary malignant neoplasm of right lung,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C7802,ICD-10-D,Secondary malignant neoplasm of left lung,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C7931,ICD-10-D,Secondary malignant neoplasm of brain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C7932,ICD-10-D,Secondary malignant neoplasm of cerebral meninges,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C7949,ICD-10-D,Secondary malignant neoplasm of other parts of nervous system,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C7951,ICD-10-D,Secondary malignant neoplasm of bone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C799,ICD-10-D,Secondary malignant neoplasm of unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C801,ICD-10-D,Malignant (primary) neoplasm  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C8590,ICD-10-D,Non-Hodgkin lymphoma  unspecified  unspecified site,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C880,ICD-10-D,Waldenstrom macroglobulinemia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C9000,ICD-10-D,Multiple myeloma not having achieved remission,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C9200,ICD-10-D,Acute myeloblastic leukemia  not having achieved remission,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-C946,ICD-10-D,Myelodysplastic disease  not classified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D013,ICD-10-D,Carcinoma in situ of anus and anal canal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D1723,ICD-10-D,Benign lipomatous neoplasm of skin and subcutaneous tissue of right leg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D179,ICD-10-D,Benign lipomatous neoplasm  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D1803,ICD-10-D,Hemangioma of intra-abdominal structures,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D229,ICD-10-D,Melanocytic nevi  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D2371,ICD-10-D,Other benign neoplasm of skin of right lower limb  including hip,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D2372,ICD-10-D,Other benign neoplasm of skin of left lower limb  including hip,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D239,ICD-10-D,Other benign neoplasm of skin  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D251,ICD-10-D,Intramural leiomyoma of uterus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D259,ICD-10-D,Leiomyoma of uterus  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D3160,ICD-10-D,Benign neoplasm of unspecified site of unspecified orbit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D320,ICD-10-D,Benign neoplasm of cerebral meninges,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D352,ICD-10-D,Benign neoplasm of pituitary gland,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D3610,ICD-10-D,Benign neoplasm of peripheral nerves and autonomic nervous system  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D3613,ICD-10-D,Benign neoplasm of peripheral nerves and autonomic nervous system of lower limb  including hip,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D3616,ICD-10-D,Benign neoplasm of peripheral nerves and autonomic nervous system of pelvis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D400,ICD-10-D,Neoplasm of uncertain behavior of prostate,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D447,ICD-10-D,Neoplasm of uncertain behavior of aortic body and other paraganglia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D45,ICD-10-D,Polycythemia vera,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D473,ICD-10-D,Essential (hemorrhagic) thrombocythemia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D487,ICD-10-D,Neoplasm of uncertain behavior of other specified sites,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D492,ICD-10-D,Neoplasm of unspecified behavior of bone  soft tissue  and skin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D496,ICD-10-D,Neoplasm of unspecified behavior of brain,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D508,ICD-10-D,Other iron deficiency anemias,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D509,ICD-10-D,Iron deficiency anemia  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D539,ICD-10-D,Nutritional anemia  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D563,ICD-10-D,Thalassemia minor,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D571,ICD-10-D,Sickle-cell disease without crisis,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D62,ICD-10-D,Acute posthemorrhagic anemia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D631,ICD-10-D,Anemia in chronic kidney disease,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D638,ICD-10-D,Anemia in other chronic diseases classified elsewhere,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D6489,ICD-10-D,Other specified anemias,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D649,ICD-10-D,Anemia  unspecified,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,15 
ICD-10-D-D66,ICD-10-D,Hereditary factor VIII deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D682,ICD-10-D,Hereditary deficiency of other clotting factors,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D6851,ICD-10-D,Activated protein C resistance,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D6859,ICD-10-D,Other primary thrombophilia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D689,ICD-10-D,Coagulation defect  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D693,ICD-10-D,Immune thrombocytopenic purpura,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D6949,ICD-10-D,Other primary thrombocytopenia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D696,ICD-10-D,Thrombocytopenia  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D699,ICD-10-D,Hemorrhagic condition  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D704,ICD-10-D,Cyclic neutropenia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D71,ICD-10-D,Functional disorders of polymorphonuclear neutrophils,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D72829,ICD-10-D,Elevated white blood cell count  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D751,ICD-10-D,Secondary polycythemia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D759,ICD-10-D,Disease of blood and blood-forming organs  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D75A,ICD-10-D,Glucose-6-phosphate dehydrogenase (G6PD) deficiency without anemia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D839,ICD-10-D,Common variable immunodeficiency  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D869,ICD-10-D,Sarcoidosis  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-D8940,ICD-10-D,Mast cell activation  unspecified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-E032,ICD-10-D,Hypothyroidism due to medicaments and other exogenous substances,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-E038,ICD-10-D,Other specified hypothyroidism,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1 
ICD-10-D-E039,ICD-10-D,Hypothyroidism  unspecified,201,-1,-1,-1,-1,-1,-1,29,14,18,37,35,58 
